English	Japanese
Mining	鉱業
Minister (government)	大臣
Minneapolis	ミネアポリス
Minnesota	ミネソタ州
Minnesota	Category:ミネソタ州
Minoan civilization	クレタ文明
Minor scale	短音階
Minos	ミーノース
Minotaur	ミーノータウロス
Minsk	ミンスク
Minute	分
Miocene	中新世
Miracle	奇跡
Mirror	鏡
Mishnah	ミシュナー
Mississippi	Category:ミシシッピ州
Mississippi River	ミシシッピ川
Missouri	ミズーリ州
Missouri	Category:ミズーリ州
Missouri River	ミズーリ川
Mitochondrion	ミトコンドリア
Mnemosyne	ムネモシュネ
Mobile phone	携帯電話
Modem	モデム
Modernism	モダニズム
Modest Mussorgsky	モデスト・ムソルグスキー
Modulation	変調方式
Mogadishu	モガディシュ
Moirae	モイライ
Mold	カビ
Moldova	モルドバ
Moldova	Category:モルドバ
Mole (unit)	モル
Molecular biology	分子生物学
Molecular biology	Category:分子生物学
Molecule	分子
Molise	モリーゼ州
Mollusca	軟体動物
Molotov cocktail	火炎瓶
Molybdenum	モリブデン
Mombasa	モンバサ
Momentum	運動量
Monaco	モナコ
Monaco	Category:モナコ
Monarch	君主
Monarchy	君主制
Monarchy	Category:君主制
Monday	月曜日
Money	貨幣
Mongolia	モンゴル国
Mongolia	Category:モンゴル国
Mongoose	マングース
Monica Seles	モニカ・セレシュ
Monism	一元論
Monocotyledon	単子葉植物
Monomer	モノマー
Monopoly	独占
Monopoly (game)	モノポリー
Monosaccharide	単糖
Monosodium glutamate	グルタミン酸ナトリウム
Monotheism	一神教
Monotreme	カモノハシ目
Monroe Doctrine	モンロー主義
Monrovia	モンロビア
Mons	モンス
Monsoon	モンスーン
Mont Blanc	モンブラン
Montana	モンタナ州
Montana	Category:モンタナ州
Monte Carlo	モンテカルロ
Montenegro	モンテネグロ
Montenegro	Category:モンテネグロ
Monterrey	モンテレー
Montevideo	モンテビデオ
Montgomery	モンゴメリー (アラバマ州)
Month	月 (暦)
Montpelier	モントピリア (バーモント州)
Montreal	モントリオール
Montserrat	モントセラト
Moon	月
Moose	ヘラジカ
Morality	道徳
Moravia	モラヴィア
Morocco	モロッコ
Morocco	Category:モロッコ
Morpheme	形態素
Morphine	モルヒネ
Morphology	形態学
Morphology (linguistics)	形態論
Morse code	モールス符号
Mortar (weapon)	迫撃砲
Mosaic	モザイク
Moscow	モスクワ
Moscow	Category:モスクワ
Moselle	モゼル県
Moses	モーセ
Moshe Dayan	モーシェ・ダヤン
Mosque	モスク
Mosquito	カ
Moss	蘚類
Mossad	モサド
Mosul	モースル
Motet	モテット
Mother	母親
Mother Teresa	マザー・テレサ
Mother's Day	母の日
Motion (physics)	運動 (物理学)
Motorcycle	オートバイ
Motto	標語
Mount Ararat	アララト山
Mount Athos	アトス山
Mount Etna	エトナ火山
Mount Everest	エベレスト
Mount Fuji	富士山
Mount Kilimanjaro	キリマンジャロ
Mount McKinley	デナリ
Mount Olympus	オリンポス山
Mount Pinatubo	ピナトゥボ山
Mount Rushmore	ラシュモア山
Mount St. Helens	セント・ヘレンズ山
Mount Vesuvius	ヴェスヴィオ
Mountain	山
Mountain bike	マウンテンバイク
Mountain pass	峠
Mountain range	山脈
Mouse (computing)	マウス (コンピュータ)
Mozambique	モザンビーク
Mozambique	Category:モザンビーク
Mu (letter)	Μ
Muezzin	ムアッジン
Muhammad	ムハンマド・イブン＝アブドゥッラーフ
Muhammad Ali	モハメド・アリ
Mulberry	クワ
Mule	ラバ
Multimedia	マルチメディア
Multiple sclerosis	多発性硬化症
Multiplication	乗法
Mumbai	ムンバイ
Mummy	ミイラ
Munich	ミュンヘン
Municipality	基礎自治体
Muon	ミュー粒子
Murmansk	ムルマンスク
Murphy's law	マーフィーの法則
Murray Gell-Mann	マレー・ゲルマン
Musa (genus)	バナナ
Musca	はえ座
Muscat	マスカット
Muscle	筋肉
Muse	ムーサ
Museum	博物館
Mushroom	キノコ
Music	音楽
Music	Category:音楽
Musical Instrument Digital Interface	MIDI
Musical instrument	楽器
Musical scale	音階
Musician	音楽家
Musicology	音楽学
Musket	マスケット銃
Mustelidae	イタチ科
Mutation	突然変異
Mute Swan	コブハクチョウ
Myanmar	Category:ミャンマー
Mycenae	ミケーネ
Mycology	真菌学
Myocardial infarction	心筋梗塞
Myopia	近視
Myriapoda	多足類
Mysticism	神秘主義
Myth	神話
Mythology	神話
Mythology	Category:神話
N	N
N'Djamena	ンジャメナ
NASDAQ	NASDAQ
NATO	北大西洋条約機構
NATO	Category:NATO
Nadine Gordimer	ナディン・ゴーディマー
Nadir	天底
Nagasaki	長崎市
Nagoya	名古屋市
Nahuatl	ナワトル語
Nail (anatomy)	爪
Nail (fastener)	釘
Nairobi	ナイロビ
Namib Desert	ナミブ砂漠
Namibia	ナミビア
Namibia	Category:ナミビア
Namur (city)	ナミュール
Nancy	ナンシー
Nanga Parbat	ナンガ・パルバット
Nanjing	南京市
Nanotechnology	ナノテクノロジー
Nantes	ナント
Napalm	ナパーム弾
Naples	ナポリ
Napoleonic Wars	ナポレオン戦争
Narcissus (mythology)	ナルキッソス
Nashville	ナッシュビル
Nassau	ナッソー
Nathaniel Hawthorne	ナサニエル・ホーソーン
Nation	国民
National Security Agency	アメリカ国家安全保障局
National anthem	国歌
National park	国立公園
Nationalism	ナショナリズム
Natural gas	天然ガス
Natural language processing	自然言語処理
Natural number	自然数
Natural science	自然科学
Natural selection	自然選択説
Nature	自然
Nature	Category:自然
Naturism	ヌーディズム
Nauru	ナウル
Nauru	Category:ナウル
Nautical mile	海里
Navigation	Category:航海術
Navigation	航海
Navy	海軍
Nazareth	ナザレ
Nazi Germany	ナチス・ドイツ
Nazi Germany	Category:ナチス・ドイツ
Nazi Party	国家社会主義ドイツ労働者党
Neanderthal	ネアンデルタール人
Nebraska	ネブラスカ州
Nebraska	Category:ネブラスカ州
Nebuchadrezzar II	ネブカドネザル2世
Nebula	星雲
Neckar	ネッカー川
Necktie	ネクタイ
Nefertiti	ネフェルティティ
Negev	ネゲヴ
Neil Armstrong	ニール・アームストロング
Nelson Mandela	ネルソン・マンデラ
Nematode	線形動物
Nemean Lion	ネメアの獅子
Nemesis (mythology)	ネメシス
Neodymium	ネオジム
Neolithic	新石器時代
Neologism	新語
Neon	ネオン
Neoplatonism	ネオプラトニズム
Nepal	ネパール
Nepal	Category:ネパール
Nephthys	ネフティス
Neptune	海王星
Neptunium	ネプツニウム
Nereid (moon)	ネレイド (衛星)
Nero	ネロ
Nerva	ネルウァ
Nervous system	神経系
Nervous system	Category:神経
Nest	巣
Nestorianism	ネストリウス派
Netherlands	オランダ
Netherlands	Category:オランダ
Netherlands Antilles	オランダ領アンティル
Network topology	ネットワーク構成
Neurology	神経学
Neurology	Category:神経学
Neuron	神経細胞
Neurotransmitter	神経伝達物質
Neutrino	ニュートリノ
Neutron	中性子
Neutron star	中性子星
Neva River	ネヴァ川
Nevada	ネバダ州
Nevada	Category:ネバダ州
Neville Chamberlain	ネヴィル・チェンバレン
New Brunswick	ニューブランズウィック州
New Caledonia	ニューカレドニア
New Delhi	ニューデリー
New England	ニューイングランド
New Guinea	ニューギニア島
New Hampshire	ニューハンプシャー州
New Hampshire	Category:ニューハンプシャー州
New Jersey	ニュージャージー州
New Jersey	Category:ニュージャージー州
New Mexico	ニューメキシコ州
New Mexico	Category:ニューメキシコ州
New Orleans	ニューオーリンズ
New South Wales	ニューサウスウェールズ州
New Testament	新約聖書
New World	新世界
New Year	元日
New York	ニューヨーク州
New York	Category:ニューヨーク州
New York (disambiguation)	ニューヨーク (曖昧さ回避)
New York City	ニューヨーク
New York City	Category:ニューヨーク市
New York Stock Exchange	ニューヨーク証券取引所
New Zealand	ニュージーランド
New Zealand	Category:ニュージーランド
Newark	ニューアーク (ニュージャージー州)
Newfoundland (island)	ニューファンドランド島
Newfoundland and Labrador	ニューファンドランド・ラブラドール州
Newport	ニューポート
Newton	ニュートン
Niacin	ナイアシン
Niagara Falls	ナイアガラの滝
Niamey	ニアメ
Nicaragua	ニカラグア
Nicaragua	Category:ニカラグア
Nice	ニース
Nicene Creed	ニカイア・コンスタンティノポリス信条
Nickel	ニッケル
Nicolas Poussin	ニコラ・プッサン
Nicolaus Copernicus	ニコラウス・コペルニクス
Nicosia	ニコシア
Nicotine	ニコチン
Niels Bohr	ニールス・ボーア
Niels Henrik Abel	ニールス・アーベル
Niger	ニジェール
Niger	Category:ニジェール
Niger River	ニジェール川
Nigeria	ナイジェリア
Nigeria	Category:ナイジェリア
Night	夜
Nightingale	サヨナキドリ
Nihilism	ニヒリズム
Nijmegen	ナイメーヘン
Nike	ナイキ
Nike (mythology)	ニケ
Nikita Khrushchev	ニキータ・フルシチョフ
Nikola Tesla	ニコラ・テスラ
Nile	ナイル川
Nile crocodile	ナイルワニ
Nineveh	ニネヴェ (メソポタミア)
Ninja	忍者
Niobium	ニオブ
Nirvana	涅槃
Nitric acid	硝酸
Nitrogen	窒素
Nitroglycerin	ニトログリセリン
Nix (moon)	ニクス (衛星)
Njord	ニョルズ
Noah	ノア (聖書)
Noam Chomsky	ノーム・チョムスキー
Nobel Prize	ノーベル賞
Nobel Prize	Category:ノーベル賞
Nobelium	ノーベリウム
Nobility	貴族
Nobility	Category:貴族
Noble gas	第18族元素
Nomad	遊牧民
Nominative case	主格
Nonmetal	非金属元素
Norfolk	ノーフォーク
Norfolk Island	ノーフォーク島
Norma (constellation)	じょうぎ座
Normal distribution	正規分布
Norman Mailer	ノーマン・メイラー
Normandy	ノルマンディー
Norn	ノルン
Norse mythology	北欧神話
Norse mythology	Category:北欧神話
North	北
North Africa	北アフリカ
North America	北アメリカ
North America	Category:北アメリカ
North Carolina	ノースカロライナ州
North Carolina	Category:ノースカロライナ州
North Dakota	ノースダコタ州
North Dakota	Category:ノースダコタ州
North Island	北島 (ニュージーランド)
North Korea	朝鮮民主主義人民共和国
North Korea	Category:朝鮮民主主義人民共和国
North Pole	北極点
North Sea	北海
North Star	北極星
North Yorkshire	ノース・ヨークシャー
Northern Europe	北ヨーロッパ
Northern Hemisphere	北半球
Northern Ireland	北アイルランド
Northern Ireland	Category:北アイルランド
Northern Mariana Islands	北マリアナ諸島
Northern Territory	ノーザンテリトリー
Northwest Territories	ノースウエスト準州
Norway	ノルウェー
Norway	Category:ノルウェー
Norwegian Sea	ノルウェー海
Norwegian krone	ノルウェー・クローネ
Nose	鼻
Nostradamus	ノストラダムス
Note	音符
Nouakchott	ヌアクショット
Noun	名詞
Nova Scotia	ノバスコシア州
Novaya Zemlya	ノヴァヤゼムリャ
Novel	小説
November	11月
November 1	11月1日
November 11	11月11日
November 2	11月2日
November 5	11月5日
Novial	ノヴィアル
Novosibirsk	ノヴォシビルスク
Nu (letter)	Ν
Nuclear fission	核分裂反応
Nuclear fusion	原子核融合
Nuclear physics	原子核物理学
Nuclear physics	Category:原子核物理学
Nuclear power	原子力
Nuclear weapon	核兵器
Nucleic acid	核酸
Nucleon	核子
Nucleotide	ヌクレオチド
Number	数
Numbers	Category:数
Numidia	ヌミディア
Numismatics	貨幣学
Numismatics	Category:貨幣学
Nunavut	ヌナブト準州
Nuremberg	ニュルンベルク
Nut (fruit)	種実類
Nutmeg	ナツメグ
Nutrition	Category:栄養学
Nymph	ニンフ
Nymphaeaceae	スイレン科
Nyx (mythology)	ニュクス
O	O
OPEC	石油輸出国機構
Oahu	オアフ島
Oak	オーク
Oakland	オークランド (カリフォルニア州)
Oasis	オアシス
Oat	エンバク
Oaxaca	オアハカ州
Ob River	オビ川
Obelisk	オベリスク
Obesity	肥満
Object-oriented programming	オブジェクト指向プログラミング
Oboe	オーボエ
Observatory	天文台
Obsidian	黒曜石
Occam's razor	オッカムの剃刀
Ocean	大洋
Ocean current	海流
Oceania	オセアニア
Oceania	Category:オセアニア
Oceanid	オーケアニス
Oceanography	海洋学
Oceanography	Category:海洋学
Oceanus	オーケアノス
Octal	八進法
Octans	はちぶんぎ座
Octave	オクターヴ
October	10月
October 12	10月12日
October 24	10月24日
October Revolution	ロシア革命
Octopus	タコ
Ode	頌歌
Oder River	オーデル川
Odessa	オデッサ (オデッサ州)
Odin	オーディン
Odonata	トンボ
Odysseus	オデュッセウス
Odyssey	オデュッセイア
Oedipus	オイディプス
Offside (football)	オフサイド (サッカー)
Ohio	オハイオ州
Ohio	Category:オハイオ州
Ohm	オーム
Ohm's law	オームの法則
Oil	油
Oil (disambiguation)	油
Oil painting	油彩
Okapi	オカピ
Oklahoma	オクラホマ州
Oklahoma	Category:オクラホマ州
Oklahoma City	オクラホマシティ
Oktoberfest	オクトーバーフェスト
Old Church Slavonic	古代教会スラヴ語
Old Norse	古ノルド語
Old Testament	旧約聖書
Oligarchy	寡頭制
Oligocene	漸新世
Oligopoly	寡占
Olive	オリーブ
Olive oil	オリーブ・オイル
Oliver Cromwell	オリバー・クロムウェル
Oliver Stone	オリバー・ストーン
Olivine	カンラン石
Olympia	オリンピア (ワシントン州)
Olympia	オリンピア (ギリシャ)
Olympic Games	近代オリンピック
Olympics	Category:オリンピック
Omaha	オマハ
Oman	オマーン
Oman	Category:オマーン
Omega	Ω
Omicron	Ο
Omsk	オムスク
Oncology	Category:腫瘍学
Onion	タマネギ
Ontario	オンタリオ州
Ontario	Category:オンタリオ州
Ontology	存在論
Oort cloud	オールトの雲
Opal	オパール
Opel	オペル
Opera	オペラ
Opera (Internet suite)	Opera
Operating system	オペレーティングシステム
Operetta	オペレッタ
Ophiuchus	へびつかい座
Opium	アヘン
Optical fiber	光ファイバー
Optical illusion	錯視
Optics	光学
Optics	Category:光学
Optimization (mathematics)	最適化問題
Oral sex	オーラルセックス
Orange (colour)	オレンジ色
Orange (fruit)	オレンジ
Orangutan	オランウータン
Oratorio	オラトリオ
Orbit	軌道 (力学)
Orca	シャチ
Orchestra	オーケストラ
Orchidaceae	ラン科
Order (biology)	目 (分類学)
Order of Saint Benedict	ベネディクト会
Ordovician	オルドビス紀
Oregano	オレガノ
Oregon	オレゴン州
Oregon	Category:オレゴン州
Orestes (mythology)	オレステース
Organ (anatomy)	器官
Organ (music)	オルガン
Organelle	細胞小器官
Organic chemistry	有機化学
Organic chemistry	Category:有機化学
Organic compound	有機化合物
Organism	生物
Organization	組織 (社会科学)
Organization of American States	米州機構
Orgasm	オーガズム
Origami	折り紙
Origen	オリゲネス
Original sin	原罪
Orinoco	オリノコ川
Orion (constellation)	オリオン座
Orissa	オリッサ州
Orlando	オーランド
Ornithology	鳥類学
Ornithology	Category:鳥類学
Orpheus	オルフェウス
Orson Welles	オーソン・ウェルズ
Orthography	正書法
Osaka	大阪市
Osama bin Laden	ウサーマ・ビン＝ラーディン
Oscar Wilde	オスカー・ワイルド
Oscillation	振動 (物理現象)
Osiris	オシリス
Oslo	オスロ
Osman I	オスマン1世
Osmium	オスミウム
Osprey	ミサゴ
Osteichthyes	硬骨魚綱
Osteoporosis	骨粗鬆症
Ostrava	オストラヴァ
Ostrich	ダチョウ
Othello	オセロ (シェイクスピア)
Otho	オト
Ottawa	オタワ
Otto Hahn	オットー・ハーン
Otto I	オットー1世 (神聖ローマ皇帝)
Otto von Bismarck	オットー・フォン・ビスマルク
Ottoman Empire	オスマン帝国
Ottoman Empire	Category:オスマン帝国
