English	Serbian
Catalysis	Катализатор
Cataract	Катаракта
Catharism	Катари
Cathedral	Катедрала
Catherine Parr	Катарина Пар
Catherine of Aragon	Каталина од Арагона
Cathode	Катода
Catholicism	Католичанство
Cattle	Krava
Caucasus	Кавказ
Caucasus	Категорија:Кавказ
Cauliflower	Карфиол
Causality	Узрочност
Cavalry	Konjica
Cave	Пећина
Cayenne	Кајена
Cayman Islands	Кајманска острва
Cecil Rhodes	Сесил Роудс
Cedar	Кедар
Celery	Целер
Celestial sphere	Небеска сфера
Celibacy	Целибат
Cell (biology)	Ћелија (биологија)
Cell membrane	Ћелијска мембрана
Cell nucleus	Једро
Cell wall	Ћелијски зид
Cello	Виолончело
Cellulose	Целулоза
Celsius	Целзијус (јединица)
Cement	Цемент
Cemetery	Гробље
Cenozoic	Кенозоик
Census	Попис становништва
Centaur	Кентаур
Centimetre	Центиметар
Central Africa	Средња Африка
Central African Republic	Централноафричка Република
Central African Republic	Категорија:Централноафричка Република
Central America	Средња Америка
Central Intelligence Agency	ЦИА
Central bank	Централна банка
Central nervous system	Централни нервни систем
Central processing unit	Процесор
Centre	Центар (регион)
Centriole	Центриола
Century	Век
Cephalopod	Главоношци
Cerberus	Кербер
Cereal	Житарице
Cerebellum	Мали мозак
Ceres (dwarf planet)	Церера (патуљаста планета)
Cerium	Церијум
Cesare Borgia	Ћезаре Борџија
Cestoda	Пантљичара
Cetacea	Китови
Chad	Чад
Chad	Категорија:Чад
Chair	Столица
Chalcedony	Калцедон
Champagne-Ardenne	Шампања-Ардени
Chaos (mythology)	Хаос
Charlemagne	Карло Велики
Charleroi	Шарлроа
Charles Baudelaire	Шарл Бодлер
Charles Darwin	Чарлс Дарвин
Charles Dickens	Чарлс Дикенс
Charles Lindbergh	Чарлс Линдберг
Charles Peirce	Чарлс Сандерс Перс
Charles de Gaulle	Шарл де Гол
Charles the Bald	Карло Ћелави
Charlie Chaplin	Чарли Чаплин
Charlie Parker	Чарли Паркер
Charlotte	Шарлот
Charmed	Чари
Charon (moon)	Харон
Charon (mythology)	Харон (митологија)
Chartres	Шартр
Chauvinism	Шовинизам
Che Guevara	Че Гевара
Chechnya	Чеченија
Chechnya	Категорија:Чеченија
Cheese	Сир
Cheetah	Гепард
Chelyabinsk	Чељабинск
Chemical bond	Хемијска веза
Chemical compound	Хемијско једињење
Chemical element	Хемијски елемент
Chemical engineering	Hemijsko inženjerstvo
Chemical reaction	Хемијска реакција
Chemical warfare	Хемијско оружје
Chemistry	Хемија
Chemistry	Категорија:Хемија
Chemistry	Портал:Хемија
Chemnitz	Кемниц
Chemotherapy	Хемотерапија
Chennai	Ченај
Cheque	Чек
Chernobyl	Černobilj
Chess	Шах
Chess	Категорија:Шах
Chester A. Arthur	Честер А. Артур
Chestnut	Питоми кестен
Chiang Kai-shek	Чанг Кај Шек
Chicago	Чикаго
Chicken	Кокошка
Chickpea	Леблебија
Chihuahua	Чивава
Childbirth	Порођај
Chile	Чиле
Chile	Категорија:Чиле
Chimera (mythology)	Химера
China	Категорија:Кина
China	Кина (регион)
Chios	Хиос
Chiron	Хирон
Chitin	Хитин
Chlorine	Хлор
Chlorophyll	Хлорофил
Chloroplast	Хлоропласт
Chocolate	Чоколада
Choir	Хор
Cholera	Колера
Cholesterol	Холестерол
Chondrichthyes	Рушљорибе
Chongqing	Чунгћинг
Chord (music)	Акорд
Chordate	Хордати
Christiaan Huygens	Кристијан Хајгенс
Christian Dior	Кристијан Диор
Christianity	Хришћанство
Christianity	Категорија:Хришћанство
Christmas	Божић
Christopher Columbus	Кристифор Колумбо
Chromatin	Хроматин
Chromatography	Хроматографија
Chromium	Хром
Chromosome	Хромозом
Chukchi Sea	Чукотско море
Church of England	Англиканска црква
Cicero	Цицерон
Cigarette	Цигарета
Cinnamon	Цимет
Circe	Кирка
Circle	Круг
Circulatory system	Крвни систем
Cirrhosis	Цироза јетре
Citric acid cycle	Кребсов циклус
Citrus	Цитрус
Civil war	Грађански рат
Civilization	Цивилизација
Clarinet	Кларинет
Clark Gable	Кларк Гејбл
Classical music	Класична музика
Classical music	Категорија:Класична музика
Claude Monet	Клод Моне
Claude Shannon	Klod Elvud Šenon
Claudius	Клаудије
Clay	Глина
Clef	Кључ (музика)
Clement Attlee	Клемент Атли
Cleopatra (disambiguation)	Клеопатра
Clergy	Клер
Cleveland	Кливланд
Climate	Клима
Climate	Категорија:Клима
Climatology	Климатологија
Climatology	Категорија:Климатологија
Clinical depression	Klinička depresija
Clio	Клио
Clitoris	Клиторис
Clock	Сат (предмет)
Cloning	Клонирање
Clothing	Категорија:Одећа
Clothing	Одећа
Cloud	Облак
Clovis I	Хлодовех
Cnidaria	Жарњаци
Coat of arms	Грб
Cobalt	Кобалт
Cocaine	Кокаин
Coccinellidae	Бубамара
Cockroach	Бубашвабе
Cocktail	Коктел
Coconut	Кокосова палма
Cocos (Keeling) Islands	Кокосова острва
Coffea	Кафа (биљка)
Coffee	Кафа
Coffee	Категорија:Кафа
Cognitive psychology	Когнитивна психологија
Cognitive science	Когнитивна наука
Colchis	Колхида
Cold War	Хладни рат
Cold War	Категорија:Хладни рат
Colin Powell	Колин Пауел
Collage	Колаж
Collagen	Колаген
Colloid	Колоид
Cologne	Келн
Colombia	Колумбија
Colombia	Категорија:Колумбија
Colombo	Коломбо
Color	Боја
Color blindness	Далтонизам
Colorado	Колорадо (држава)
Colorado River	Колорадо (река)
Colosseum	Колосеум
Colossus of Rhodes	Колос са Родоса
Columbidae	Голуб
Columbus	Коламбус
Coma	Кома
Comedy	Комедија
Comenius	Јан Амос Коменски
Comet	Комета
Commonwealth of Independent States	Заједница независних држава
Commonwealth of Nations	Комонвелт
Communication	Категорија:Комуникације
Communication	Комуникација
Communism	Комунизам
Communism	Категорија:Комунизам
Comoros	Комори
Comoros	Категорија:Комори
Compact Disc	Компакт диск
Company (military unit)	Чета
Compass	Компас
Compass (drafting)	Шестар
Compiler	Компајлер
Complex number	Комплексан број
Composer	Композитор
Computational linguistics	Računarska lingvistika
Computer	Рачунар
Computer display	Монитор
Computer hardware	Хардвер
Computer hardware	Категорија:Хардвер
Computer network	Računarska mreža
Computer science	Категорија:Информатика
Computer virus	Рачунарски вирус
Computing	Категорија:Информатика
Conakry	Конакри
Concrete	Бетон
Conducting	Диригент
Cone (geometry)	Купа (геометрија)
Confederate States of America	Конфедеративне Америчке Државе
Confederation	Конфедерација
Confession	Исповест
Conflict	Конфликт
Confucianism	Конфучијанство
Confucius	Конфучије
Congo	Конго
Congo River	Конго (река)
Connecticut	Конектикат
Connective tissue	Везивно ткиво
Conquistador	Конкистадор
Consensus	Консензус
Conservatism	Конзервативизам
Constantine I	Константин Велики
Constitution (political)	Устав
Consul	Римски конзул
Continent	Континент
Continental drift	Померање континената
Continental shelf	Континентална полица
Cooking	Кување
Coordinated Universal Time	UTC
Copenhagen	Копенхаген
Copper	Бакар
Copyright	Autorsko pravo
Cor anglais	Енглески рог
Coral Sea	Корално море
Corinth	Коринт (град)
Coriolis effect	Кориолисов ефекат
Corporation	Корпорација
Corrosion	Корозија
Corsica	Корзика
Corundum	Корунд
Cosmology	Космологија
Cosmology	Категорија:Космологија
Costa Rica	Костарика
Costa Rica	Категорија:Костарика
Cotonou	Котону
Cotton	Памук
Coulomb	Кулон (јединица)
Coulomb's law	Кулонов закон
Council of Chalcedon	Четврти васељенски сабор
Council of Ephesus	Трећи васељенски сабор
Country music	Кантри музика
Court	Суд
Coventry	Ковентри
Coyote	Којот
Crab Nebula	Рак (маглина)
Creationism	Kreacionizam
Cretaceous	Креда (периода)
Crete	Крит
Cricket	Крикет
Crimea	Крим
Crimean War	Кримски рат
Criminology	Криминологија
Croatia	Хрватска
Croatia	Категорија:Хрватска
Crocodilia	Крокодил
Cronus	Крон
Cross	Крст
Crossbow	Самострел
Cruiser	Крстарица
Crust (geology)	Земљина кора
Crustacean	Ракови
Cryptography	Криптографија
Cryptography	Категорија:Криптографија
Crystal	Кристал
Crystallography	Категорија:Кристалографија
Ctenophore	Реброноше
Cuba	Куба
Cuba	Категорија:Куба
Cube	Коцка
Cubic metre	Кубни метар
Cubism	Кубизам
Cucumber	Краставац
Culture	Култура
Culture	Категорија:Култура
Curitiba	Куритиба
Curium	Киријум
Curling	Карлинг
Currency	Категорија:Новац
Curve	Крива
Cusco	Куско
Cyanide	Цијанид
Cyanobacteria	Модрозелене бактерије
Cybele	Кибела
Cybernetics	Кибернетика
Cyberpunk	Sajberpank
Cycling	Бициклизам
Cycling	Категорија:Бициклизам
Cyclone	Циклон
Cyclops	Киклопи
Cylinder (geometry)	Ваљак (геометрија)
Cyperaceae	Cyperaceae
Cyprinid	Шарани
Cyprus	Кипар
Cyprus	Категорија:Кипар
Cyrillic alphabet	Ћирилица
Cyrus the Great	Кир Велики
Cystic fibrosis	Цистична фиброза
Cytoplasm	Цитоплазма
Cytosine	Цитозин
Cytoskeleton	Цитоскелет
Czech Republic	Чешка Република
