Chinese	English
鸭嘴兽	Platypus
花花公子	Playboy
扑克牌	Playing card
昴宿星團	Pleiades (star cluster)
更新世	Pleistocene
老普林尼	Pliny the Elder
小普林尼	Pliny the Younger
上新世	Pliocene
普罗提诺	Plotinus
普罗夫迪夫	Plovdiv
李	Plum
普魯塔克	Plutarch
冥王星	Pluto
钚	Plutonium
普利茅斯	Plymouth
肺炎	Pneumonia
波河	Po River
禾本科	Poaceae
播客	Podcast
诗歌	Poetry
Category:詩	Poetry
点	Point (geometry)
毒物	Poison
普瓦捷	Poitiers
普瓦图-夏朗德	Poitou-Charentes
撲克	Poker
波兰	Poland
Category:波蘭	Poland
北極熊	Polar bear
勾陳一	Polaris
警察	Police
脊髓灰質炎	Poliomyelitis
政党	Political party
政治学	Political science
Category:政治學	Political science
政治家	Politician
政治	Politics
Category:政治	Politics
花粉	Pollen
授粉	Pollination
污染	Pollution
馬上曲棍球	Polo
钋	Polonium
聚乙烯	Polyethylene
多配偶制	Polygamy
多边形	Polygon
多面体	Polyhedron
波吕许谟尼亚	Polyhymnia
聚合物	Polymer
玻里尼西亞	Polynesia
多項式	Polynomial
多神教	Polytheism
聚氯乙烯	Polyvinyl chloride
石榴	Pomegranate
柚子	Pomelo
庞培城	Pompeii
克奈乌斯·庞培	Pompey
本丟彼拉多	Pontius Pilate
波普藝術	Pop art
流行音乐	Pop music
教宗	Pope
亞歷山大六世	Pope Alexander VI
杨属	Poplar
人口	Population
民粹主義	Populism
瓷器	Porcelain
色情物品	Pornography
港口	Port
路易港	Port Louis
莫尔兹比港	Port Moresby
維拉港	Port Vila
西班牙港	Port of Spain
太子港	Port-au-Prince
波特蘭 (奧勒岡州)	Portland
波特兰	Portland
波圖	Porto
肖像画	Portrait
朴次茅斯	Portsmouth
葡萄牙	Portugal
Category:葡萄牙	Portugal
波塞冬	Poseidon
正電子	Positron
邮票	Postage stamp
邮政编码	Postal code
后现代主义	Postmodernism
钾	Potassium
硝酸钾	Potassium nitrate
马铃薯	Potato
势能	Potential energy
波茨坦	Potsdam
磅	Pound (mass)
英镑	Pound sterling
貧窮	Poverty
功率	Power (physics)
發電站	Power station
裁判官	Praetor
布拉格	Prague
Category:布拉格	Prague
培亞	Praia
镨	Praseodymium
禱告	Prayer
前寒武纪	Precambrian
進動	Precession
降水	Precipitation (meteorology)
妊娠	Pregnancy
史前史	Prehistory
Category:史前史	Prehistory
總統	President
美国总统	President of the United States
压强	Pressure
比勒陀利亞	Pretoria
普里阿摩斯	Priam
价格	Price
祭司	Priest
灵长目	Primate
Category:灵长目	Primates
本初子午線	Prime Meridian
首相	Prime minister
素数	Prime number
愛德華王子島	Prince Edward Island
菲利普亲王 (爱丁堡公爵)	Prince Philip
威爾士親王	Prince of Wales
普林斯顿大学	Princeton University
相对论	Principle of relativity
印刷	Printing
朊毒體	Prion
稜鏡	Prism (optics)
監獄	Prison
战俘	Prisoner of war
龚古尔文学奖	Prix Goncourt
概率	Probability
概率论	Probability theory
Category:概率论	Probability theory
浣熊科	Procyonidae
教授	Professor
利润	Profit
程序员	Programmer
编程语言	Programming language
前衛搖滾	Progressive rock
项目	Project
原核生物	Prokaryote
Prolog	Prolog
普罗米修斯	Prometheus
钷	Promethium
代詞	Pronoun
宣传	Propaganda
丙烷	Propane
先知	Prophet
散文	Prose
前列腺	Prostate
镤	Protactinium
保护国	Protectorate
蛋白质	Protein
元古宙	Proterozoic
宗教改革	Protestant Reformation
新教	Protestantism
原生生物	Protist
Category:原生生物	Protista
質子	Proton
原生动物门	Protozoa
普罗维登斯	Providence
比邻星	Proxima Centauri
李属	Prunus
普魯士	Prussia
詩篇	Psalms
化名	Pseudonym
Category:偽科學	Pseudoscience
伪科学	Pseudoscience
Ψ	Psi (letter)
牛皮癬	Psoriasis
精神病学	Psychiatry
Category:精神病學	Psychiatry
精神分析学	Psychoanalysis
心理学	Psychology
Category:心理学	Psychology
思覺失調	Psychosis
心理治療	Psychotherapy
翼龍目	Pterosaur
托勒密王朝	Ptolemaic dynasty
托勒密	Ptolemy
青春期	Puberty
公有领域	Public domain
公共关系	Public relations
波多黎各	Puerto Rico
Category:波多黎各	Puerto Rico
普拉	Pula
滑轮	Pulley
脉冲星	Pulsar
泵	Pump
标点符号	Punctuation
旁遮普邦	Punjab (India)
朋克搖滾	Punk rock
瞳孔	Pupil
船尾座	Puppis
平壤	Pyongyang
金字塔	Pyramid
棱锥	Pyramid (geometry)
比利牛斯山	Pyrenees
黄铁矿	Pyrite
毕达哥拉斯	Pythagoras
Python	Python (programming language)
罗盘座	Pyxis
Q	Q
卡塔尔	Qatar
Category:卡塔尔	Qatar
秦朝	Qin Dynasty
清朝	Qing Dynasty
一元二次方程	Quadratic equation
四邊形	Quadrilateral
財務官	Quaestor
量子场论	Quantum field theory
量子力学	Quantum mechanics
category:量子力學	Quantum mechanics
隔離檢疫	Quarantine
夸克	Quark
石英	Quartz
类星体	Quasar
第四紀	Quaternary
四元數	Quaternion
魁北克	Quebec
魁北克市	Quebec City
克丘亞語	Quechua
后 (國際象棋)	Queen (chess)
皇后區	Queens
昆士蘭州	Queensland
昆廷·塔伦蒂诺	Quentin Tarantino
问号	Question mark
羽蛇神	Quetzalcoatl
榅桲	Quince
基多	Quito
R	R
RAID	RAID
核糖核酸	RNA
拉	Ra
拉巴特	Rabat
拉比	Rabbi
罗宾德拉纳特·泰戈尔	Rabindranath Tagore
貉	Raccoon Dog
种族	Race
雷切尔·卡森	Rachel Carson
种族主义	Racism
Category:种族主义	Racism
雷达	Radar
弧度	Radian
Category:广播	Radio
射电望远镜	Radio telescope
放射性衰變	Radioactive decay
放射性碳定年法	Radiocarbon dating
影像诊断学	Radiology
镭	Radium
半径	Radius
氡	Radon
雨	Rain
彩虹	Rainbow
里尔克	Rainer Maria Rilke
罗利 (北卡罗来纳州)	Raleigh
拉尔夫·沃尔多·爱默生	Ralph Waldo Emerson
羅摩	Rama
賴買丹月	Ramadan
罗摩衍那	Ramayana
拉美西斯二世	Ramesses II
随机存取存储器	Random access memory
毛茛科	Ranunculaceae
强奸	Rape
油菜	Rapeseed
拉斐爾	Raphael
拉斐尔 (天使)	Raphael (archangel)
Category:城市軌道交通	Rapid transit
覆盆子	Raspberry
大家鼠	Rat
有理数	Rational number
鸵鸟目	Ratite
拉文納	Ravenna
拉瓦尔品第	Rawalpindi
雷·布萊伯利	Ray Bradbury
唯讀記憶體	Read-only memory
实数	Real number
经济衰退	Recession
累西腓	Recife
矩形	Rectangle
整流器	Rectifier
递归 (计算机科学)	Recursion
資源回收再利用	Recycling
红色	Red
红军派	Red Army Faction
马鹿	Red Deer
赤狐	Red Fox
小熊貓	Red Panda
红海	Red Sea
紅藻	Red algae
红血球	Red blood cell
紅矮星	Red dwarf
紅巨星	Red giant
紅移	Redshift
紅移	Redshift (disambiguation)
精简指令集	Reduced instruction set computer
公民投票	Referendum
折射	Refraction
折射率	Refractive index
难民	Refugee
攝政王	Regent
雷鬼音樂	Reggae
团	Regiment
里贾纳	Regina
兰斯	Reims
轉世	Reincarnation
驯鹿	Reindeer
关系 (数学)	Relation (mathematics)
相對主義	Relativism
Category:相对论	Relativity
继电器	Relay
宗教	Religion
Category:宗教	Religion
貴格會	Religious Society of Friends
伦勃朗	Rembrandt
文艺复兴	Renaissance
Category:文艺复兴	Renaissance
繁殖	Reproduction
爬行动物	Reptile
共和制	Republic
中華民國	Republic of China
爱尔兰共和国	Republic of Ireland
Category:爱尔兰	Republic of Ireland
刚果共和国	Republic of the Congo
Category:剛果共和國	Republic of the Congo
共和黨 (美國)	Republican Party (United States)
安魂彌撒	Requiem
電阻器	Resistor
呼吸系統	Respiratory system
餐馆	Restaurant
网罟座	Reticulum
视网膜	Retina
视黄醇	Retinol
革命	Revolution
左轮手枪	Revolver
土卫五	Rhea (moon)
雷亚	Rhea (mythology)
铼	Rhenium
修辞学	Rhetoric
Category:修辞	Rhetoric
莱茵河	Rhine
犀牛	Rhinoceros
Ρ	Rho (letter)
羅德島州	Rhode Island
Category:羅德島州	Rhode Island
罗得岛	Rhodes
铑	Rhodium
菱形	Rhombus
韻文	Rhyme
节奏	Rhythm
节奏布鲁斯	Rhythm and blues
肋骨	Rib
核黄素	Riboflavin
核糖体	Ribosome
稻	Rice
理查德·費曼	Richard Feynman
理查德·尼克松	Richard Nixon
理查德·施特劳斯	Richard Strauss
理查德·瓦格纳	Richard Wagner
里士满 (维吉尼亚州)	Richmond
里加	Riga
參宿七	Rigel
赤经	Right ascension
环	Ring (mathematics)
林格·斯塔	Ringo Starr
格蘭德河	Rio Grande
里約熱內盧	Rio de Janeiro
里約熱內盧州	Rio de Janeiro (state)
河流	River
泰晤士河	River Thames
利雅德	Riyadh
道路	Road
罗尔德·亚孟森	Roald Amundsen
羅伯特·海萊因	Robert A. Heinlein
罗伯特·安德鲁·密立根	Robert Andrews Millikan
罗伯特·波义耳	Robert Boyle
羅伯特·伯恩斯	Robert Burns
罗伯特·德尼罗	Robert De Niro
羅伯特·李	Robert E. Lee
罗伯特·斯科特	Robert Falcon Scott
罗伯特·胡克	Robert Hooke
羅伯·柯霍	Robert Koch
羅伯·路易斯·史蒂文生	Robert Louis Stevenson
罗伯特·奥本海默	Robert Oppenheimer
罗伯特·欧文	Robert Owen
勞勃·瑞福	Robert Redford
罗伯特·舒曼	Robert Schumann
罗宾汉	Robin Hood
机器人	Robot
石头、剪子、布	Rock
岩石	Rock (geology)
摇滚	Rock and roll
摇滚乐	Rock music
Category:摇滚乐	Rock music
火箭	Rocket
洛磯山脈	Rocky Mountains
洛可可	Rococo
啮齿目	Rodent
錀	Roentgenium
罗吉尔·培根	Roger Bacon
羅馬天主教會	Roman Catholic Church
羅馬帝國	Roman Empire
罗马共和国	Roman Republic
罗马法	Roman law
罗马军团	Roman legion
罗马神话	Roman mythology
Category:罗马神话	Roman mythology
羅馬尼亞	Romania
Category:罗马尼亚	Romania
罗曼什语	Romansh
浪漫主义	Romanticism
罗马市	Rome
Category:罗马市	Rome
罗纳德·里根	Ronald Reagan
屋顶	Roof
秃鼻乌鸦	Rook (bird)
車 (國際象棋)	Rook (chess)
罗斯福	Roosevelt
根	Root
羅莎·帕克斯	Rosa Parks
蔷薇科	Rosaceae
薔薇目	Rosales
罗萨里奥	Rosario
玫瑰经	Rosary
蔷薇属	Rose
羅索	Roseau
迷迭香	Rosemary
羅塞塔石碑	Rosetta Stone
猶太新年	Rosh Hashanah
罗斯海	Ross Sea
罗斯托克	Rostock
轮形动物门	Rotifer
鹿特丹	Rotterdam
路由器	Router
赛艇	Rowing (sport)
英國皇家空軍	Royal Air Force
皇家学会	Royal Society
橡膠	Rubber
铷	Rubidium
卢布	Ruble
覆盆子	Rubus idaeus
红宝石	Ruby
Ruby	Ruby (programming language)
鲁道夫·狄塞尔	Rudolf Diesel
鲁道夫·赫斯	Rudolf Hess
魯道夫·斯坦納	Rudolf Steiner
魯德亞德·吉卜林	Rudyard Kipling
橄榄球	Rugby football
鲁伯特·默多克	Rupert Murdoch
俄罗斯	Russia
Category:俄罗斯	Russia
1917年俄国革命	Russian Revolution (1917)
日俄战争	Russo-Japanese War
钌	Ruthenium
拉瑟福德·伯查德·海斯	Rutherford B. Hayes
鑪	Rutherfordium
卢旺达	Rwanda
Category:盧安達	Rwanda
裸麥	Rye
S	S
SOAP	SOAP
SOS	SOS
聖禮	Sacrament
沙加緬度 (加利福尼亞州)	Sacramento
萨达姆·侯赛因	Saddam Hussein
Safari	Safari (web browser)
番紅花	Saffron
天箭座	Sagitta
人马座	Sagittarius (constellation)
撒哈拉沙漠	Sahara
帆船	Sail
圣人	Saint
聖安德烈	Saint Andrew
圣乔治	Saint George
聖克里斯多福與尼維斯	Saint Kitts and Nevis
圣劳伦斯河	Saint Lawrence River
圣卢西亚	Saint Lucia
Category:聖露西亞	Saint Lucia
圣马丁岛	Saint Martin
圣尼古拉	Saint Nicholas
聖博德	Saint Patrick
圣保罗 (明尼苏达州)	Saint Paul
聖彼得	Saint Peter
圣彼得堡	Saint Petersburg
Category:聖彼得堡	Saint Petersburg
圣文森特和格林纳丁斯	Saint Vincent and the Grenadines
Category:圣文森特和格林纳丁斯	Saint Vincent and the Grenadines
清酒	Sake
萨拉丁	Saladin
有尾目	Salamander
塞勒姆 (俄勒冈州)	Salem
薩萊諾	Salerno
唾液	Saliva
薩爾曼·魯西迪	Salman Rushdie
鮭科	Salmonidae
食盐	Salt
盐	Salt (chemistry)
盐湖城	Salt Lake City
萨尔瓦多 (巴西)	Salvador
萨尔茨堡	Salzburg
萨尔茨堡州	Salzburg (state)
薩馬拉	Samara
钐	Samarium
撒馬爾罕	Samarkand
萨摩亚	Samoa
輪迴	Samsara
塞缪尔·贝克特	Samuel Beckett
萨缪尔·摩尔斯	Samuel F. B. Morse
柯爾律治	Samuel Taylor Coleridge
武士	Samurai
圣安东尼奥 (得克萨斯州)	San Antonio
聖地牙哥 (加利福尼亞州)	San Diego
旧金山	San Francisco
聖荷西 (加利福尼亞州)	San Jose
圣胡安 (波多黎各)	San Juan
圣马力诺	San Marino
Category:聖馬力諾	San Marino
聖馬力諾 (城市)	San Marino
聖薩爾瓦多	San Salvador
沙	Sand
桑德罗·波提切利	Sandro Botticelli
砂岩	Sandstone
三明治	Sandwich
梵语	Sanskrit
圣诞老人	Santa Claus
聖大非	Santa Fe
圣地亚哥 (智利)	Santiago
圣地亚哥	Santiago
圣地亚哥 (古巴)	Santiago de Cuba
聖多明哥	Santo Domingo
桑托斯	Santos (Săo Paulo)
蓝宝石	Sapphire
莎孚	Sappho
札幌市	Sapporo
莎拉·伯恩哈特	Sarah Bernhardt
塞拉耶佛	Sarajevo
薩拉托夫	Saratov
石棺	Sarcophagus
沙丁魚	Sardine
萨丁岛	Sardinia
薩里市	Sari
沙林	Sarin
薩克其萬	Saskatchewan
撒但	Satan
撒旦教	Satanism
人造衛星	Satellite
讽刺	Satire
星期六	Saturday
土星	Saturn
Category:土星	Saturn
萨图尔努斯	Saturn (mythology)
薩堤爾	Satyr
醬	Sauce
沙特阿拉伯	Saudi Arabia
Category:沙烏地阿拉伯	Saudi Arabia
索尔·贝娄	Saul Bellow
香腸	Sausage
熱帶乾濕季氣候	Savanna
萨克森	Saxony
薩克斯風	Saxophone
斯堪的纳维亚	Scandinavia
斯堪的纳维亚半岛	Scandinavian Peninsula
钪	Scandium
斯海尔德河	Scheldt
Scheme	Scheme (programming language)
精神分裂症	Schizophrenia
经院哲学	Scholasticism
学校	School
黨衛隊	Schutzstaffel
科学	Science
Category:科学	Science
科幻小说	Science fiction
Category:科幻	Science fiction
科学方法	Scientific method
科学家	Scientist
山達基教	Scientology
大西庇阿	Scipio Africanus
剪刀	Scissors
松鼠	Sciuridae
蠍子	Scorpion
天蝎座	Scorpius
蘇格蘭	Scotland
Category:蘇格蘭	Scotland
歐洲赤松	Scots Pine
苏格兰盖尔语	Scottish Gaelic
童军	Scouting
Scrabble	Scrabble
螺絲	Screw
螺丝起子	Screwdriver
阴囊	Scrotum
玉夫座	Sculptor (constellation)
雕塑	Sculpture
Category:雕塑	Sculpture
海	Sea
海獺	Sea Otter
海葵	Sea anemone
海參	Sea cucumber
海平面	Sea level
亞速海	Sea of Azov
日本海	Sea of Japan
马尔马拉海	Sea of Marmara
鄂霍次克海	Sea of Okhotsk
海膽	Sea urchin
𨭎	Seaborgium
海马属	Seahorse
搜索引擎	Search engine
西爾斯大樓	Sears Tower
季节	Season
西雅圖	Seattle
秒	Second
第二次十字军东征	Second Crusade
第二次梵諦岡大公會議	Second Vatican Council
热力学第二定律	Second law of thermodynamics
Category:保安	Security
沉积岩	Sedimentary rock
種子	Seed
塞纳河	Seine
地震学	Seismology
Category:地震学	Seismology
塞勒涅	Selene
硒	Selenium
塞琉古一世	Seleucus I Nicator
语义学	Semantics
精液	Semen
分號	Semicolon
半导体	Semiconductor
符號學	Semiotics
閃米特人	Semitic
参议院	Senate
塞内加尔	Senegal
Category:塞內加爾	Senegal
首爾	Seoul
切腹	Seppuku
9月	September
9月11日	September 11
九一一袭击事件	September 11
9月17日	September 17
9月29日	September 29
七十士譯本	Septuagint
序列	Sequence
塞尔维亚	Serbia
Category:塞尔维亚	Serbia
塞爾維亞與蒙特內哥羅	Serbia and Montenegro
Category:塞尔维亚和黑山	Serbia and Montenegro
農奴制	Serfdom
谢尔盖·爱森斯坦	Sergei Eisenstein
谢尔盖·拉赫玛尼诺夫	Sergei Rachmaninoff
无穷级数	Series (mathematics)
絲氨酸	Serine
血清張力素	Serotonin
巨蛇座	Serpens
服务器	Server (computing)
集合	Set
赛特	Set (mythology)
集合论	Set theory
Category:集合论	Set theory
塞瓦斯托波爾	Sevastopol
七年战争	Seven Years' War
嚴重急性呼吸系統綜合症	Severe acute respiratory syndrome
塞維利亞	Seville
性别	Sex
生殖器	Sex organ
性別歧視主義	Sexism
六分仪	Sextant
性交	Sexual intercourse
性病	Sexually transmitted disease
塞舌尔	Seychelles
Category:塞舌尔	Seychelles
沙阿	Shah
清真言	Shahadah
萨满教	Shamanism
上海市	Shanghai
股票	Share (finance)
共享軟體	Shareware
沙里亞法規	Sharia
鲨鱼	Shark
设菲尔德	Sheffield
歇洛克·福尔摩斯	Sherlock Holmes
设德兰群岛	Shetland
盾	Shield
四國	Shikoku
神道	Shinto
船	Ship
湿婆	Shiva
日本将棋	Shogi
征夷大將軍	Shogun
速记	Shorthand
虾	Shrimp
灌木	Shrub
西伯利亚	Siberia
西伯利亞雪橇犬	Siberian Husky
四川省	Sichuan
西西里岛	Sicily
西門子 (單位)	Siemens (unit)
塞拉利昂	Sierra Leone
Category:塞拉利昂	Sierra Leone
Σ	Sigma
西格蒙德·弗洛伊德	Sigmund Freud
手語	Sign language
西格丽德·温塞特	Sigrid Undset
锡克教	Sikhism
锡金邦	Sikkim
西里西亞	Silesia
硅	Silicon
硅谷	Silicon Valley
二氧化硅	Silicon dioxide
丝绸	Silk
丝绸之路	Silk Road
志留紀	Silurian
銀	Silver
西蒙·波娃	Simone de Beauvoir
罪 (宗教)	Sin
西奈半島	Sinai Peninsula
辛克莱·刘易斯	Sinclair Lewis
新加坡	Singapore
Category:新加坡	Singapore
单曲	Single (music)
塞壬	Siren
海牛目	Sirenia
天狼星	Sirius
西斯廷教堂	Sistine Chapel
西绪福斯	Sisyphus
坐牛	Sitting Bull
情景喜剧	Situation comedy
第三次中东战争	Six-Day War
斯卡格拉克海峡	Skagerrak
滑板	Skateboard
Category:骨骼	Skeletal system
怀疑主义	Skepticism
皮膚	Skin
光头党	Skinhead
斯科普里	Skopje
颅骨	Skull
天空实验室计划	Skylab
摩天大樓	Skyscraper
史萊許	Slash (musician)
奴隶制度	Slavery
睡眠	Sleep
斯洛伐克	Slovakia
Category:斯洛伐克	Slovakia
斯洛文尼亚	Slovenia
Category:斯洛維尼亞	Slovenia
小肠	Small intestine
煙霧	Smog
斯摩棱斯克	Smolensk
蛇	Snake
斯诺克	Snooker
雪	Snow
肥皂	Soap
社会心理学	Social psychology
社会主义	Socialism
Category:社会主义	Socialism
社会党 (法国)	Socialist Party (France)
Category:社会	Society
社会	Society
耶稣会	Society of Jesus
社会语言学	Sociolinguistics
社会学	Sociology
Category:社会学	Sociology
苏格拉底	Socrates
钠	Sodium
碳酸氢钠	Sodium bicarbonate
氯化钠	Sodium chloride
氢氧化钠	Sodium hydroxide
索菲亞	Sofia
壘球	Softball
Category:软件	Software
土壤	Soil
茄科	Solanaceae
Category:茄科	Solanaceae
太阳系	Solar System
Category:太阳系	Solar System
太阳能电池	Solar cell
日食	Solar eclipse
太阳能	Solar energy
太阳风	Solar wind
固体	Solid
固体	Solid state
團結工聯	Solidarity
所羅門 (君王)	Solomon
所罗门群岛	Solomon Islands
Category:索羅門群島	Solomon Islands
梭伦	Solon
至點	Solstice
溶液	Solution
溶剂	Solvent
索马里	Somalia
Category:索马里	Somalia
薩默塞特郡	Somerset
索姆省	Somme
奏鸣曲	Sonata
歌曲	Song
雅歌	Song of Solomon
十四行诗	Sonnet
索非娅·罗兰	Sophia Loren
索福克勒斯	Sophocles
女高音	Soprano
高粱	Sorghum
排序算法	Sorting algorithm
灵魂	Soul
声音	Sound
汤	Soup
源代码	Source code
南	South
Category:南非	South Africa
南美洲	South America
Category:南美洲	South America
南澳大利亚州	South Australia
南卡罗来纳州	South Carolina
Category:南卡羅萊那州	South Carolina
南海	South China Sea
南达科他州	South Dakota
Category:南达科他州	South Dakota
南島	South Island
大韩民国	South Korea
Category:大韓民國	South Korea
南极	South Pole
越南共和国	South Vietnam
东南亚	Southeast Asia
南半球	Southern Hemisphere
主權	Sovereignty
苏联	Soviet Union
Category:苏联	Soviet Union
大豆	Soybean
空间	Space
太空梭	Space Shuttle
空间站	Space station
航天器	Spacecraft
意大利粉	Spaghetti
西班牙	Spain
Category:西班牙	Spain
垃圾邮件	Spam (electronic)
西班牙内战	Spanish Civil War
Category:西班牙人	Spanish people
美西战争	Spanish-American War
斯巴达	Sparta
矛	Spear
狭义相对论	Special relativity
物种	Species
光谱学	Spectroscopy
速率	Speed
光速	Speed of light
史賓塞·屈賽	Spencer Tracy
抹香鲸	Sperm Whale
种子植物	Spermatophyte
精子	Spermatozoon
球面	Sphere
狮身人面像	Sphinx
香料	Spice
蜘蛛	Spider
自旋	Spin (physics)
菠菜	Spinach
脊髓	Spinal cord
螺旋星系	Spiral galaxy
脾脏	Spleen
斯普利特	Split
多孔动物门	Sponge
体育	Sport
施普雷河	Spree
春季	Spring (season)
斯普林菲尔德 (伊利诺伊州)	Springfield
间谍软件	Spyware
有鱗目	Squamata
正方形	Square (geometry)
平方米	Square metre
平方根	Square root
壁球	Squash (sport)
松鼠	Squirrel
斯里蘭卡	Sri Lanka
Category:斯里蘭卡	Sri Lanka
圣路易斯 (密苏里州)	St. Louis
體育場	Stadium
花窗玻璃	Stained glass
不鏽鋼	Stainless steel
斯大林主义	Stalinism
SGML	Standard Generalized Markup Language
標準差	Standard deviation
史丹佛大學	Stanford University
斯坦利·库布里克	Stanley Kubrick
恒星	Star
大衛星	Star of David
淀粉	Starch
海星	Starfish
政區	State
史泰登岛	Staten Island
统计力学	Statistical mechanics
统计学	Statistics
Category:统计学	Statistics
自由女神像	Statue of Liberty
斯塔万格	Stavanger
蒸汽机	Steam engine
钢	Steel
斯蒂芬·茨威格	Stefan Zweig
施特菲·格拉芙	Steffi Graf
劍龍	Stegosaurus
幹細胞	Stem cell
司汤达	Stendhal
史蒂芬·霍金	Stephen Hawking
沙地	Steppe
球面度	Steradian
胸骨	Sternum
類固醇	Steroid
斯蒂芬·斯皮尔伯格	Steven Spielberg
史汀	Sting
證券交易所	Stock exchange
斯德哥尔摩	Stockholm
斯多亞學派	Stoicism
胃	Stomach
石器時代	Stone Age
巨石阵	Stonehenge
鹳科	Stork
风暴	Storm
海峡	Strait
直布羅陀海峽	Strait of Gibraltar
霍爾木茲海峽	Strait of Hormuz
麦哲伦海峡	Strait of Magellan
墨西拿海峡	Strait of Messina
Category:海峡	Straits
斯特拉斯堡	Strasbourg
战略	Strategy
地层学	Stratigraphy
平流层	Stratosphere
草莓属	Strawberry
压力 (医学)	Stress (medicine)
弦理論	String theory
中風	Stroke
强相互作用	Strong interaction
锶	Strontium
結構主義	Structuralism
Template:Stub	Stub
学生	Student
窣堵坡	Stupa
冲锋队	Sturmabteilung
斯图加特	Stuttgart
斯堤克斯	Styx
撒哈拉以南非洲	Sub-Saharan Africa
次文化	Subculture
升华	Sublimation (chemistry)
潛艇	Submarine
子集	Subset
減法	Subtraction
Subversion	Subversion (software)
苏克雷	Sucre
蔗糖	Sucrose
苏丹共和国	Sudan
Category:苏丹	Sudan
數獨	Sudoku
苏伊士运河	Suez Canal
後綴	Suffix
蘇菲派	Sufism
食糖	Sugar
蘇哈托	Suharto
蘇卡諾	Sukarno
苏拉威西岛	Sulawesi
硫	Sulfur
二氧化硫	Sulfur dioxide
芥子毒气	Sulfur mustard
硫酸	Sulfuric acid
苏丹 (称谓)	Sultan
蘇門答臘	Sumatra
苏美尔	Sumer
夏季	Summer
相撲	Sumo
太阳	Sun
Category:太阳	Sun
孫中山	Sun Yat-sen
星期日	Sunday
日晷	Sundial
向日葵	Sunflower
遜尼派	Sunni Islam
太阳黑子	Sunspot
超级计算机	Supercomputer
超导现象	Superconductivity
超人	Superman
超新星	Supernova
美国最高法院	Supreme Court of the United States
蘇拉	Sura
表面張力	Surface tension
外科学	Surgeon
外科学	Surgery
Category:外科	Surgery
蘇利南	Suriname
Category:蘇利南	Suriname
超现实主义	Surrealism
薩里郡	Surrey
苏珊·桑塔格	Susan Sontag
寿司	Sushi
蘇瓦	Suva
斯瓦尔巴群岛	Svalbard
燕科	Swallow
天鹅	Swan
卐	Swastika
斯威士兰	Swaziland
Category:斯威士蘭	Swaziland
瑞典	Sweden
Category:瑞典	Sweden
瑞典克朗	Swedish krona
甘薯	Sweet potato
游泳	Swimming
Category:游泳	Swimming
瑞士法郎	Swiss franc
Category:瑞士人	Swiss people
瑞士	Switzerland
Category:瑞士	Switzerland
劍型武器	Sword
悉尼	Sydney
音节	Syllable
希薇亞·普拉斯	Sylvia Plath
共生	Symbiosis
符号	Symbol
交響曲	Symphony
症狀	Symptom
猶太會堂	Synagogue
工会	Syndicate
聯覺	Synesthesia
同义词	Synonym
语法学	Syntax
合成器	Synthesizer
梅毒	Syphilis
锡拉库萨	Syracuse
叙利亚	Syria
Category:敘利亞	Syria
系統	System
系統分類學	Systematics
T	T
托马斯·爱德华·劳伦斯	T. E. Lawrence
托马斯·斯特尔那斯·埃利奥特	T. S. Eliot
桌子	Table (furniture)
乒乓球	Table tennis
禁忌	Taboo
塔西佗	Tacitus
跆拳道	Taekwondo
塔霍河	Tagus
大溪地	Tahiti
太极拳	Tai chi chuan
尾	Tail
台北市	Taipei
Category:台灣	Taiwan
台灣	Taiwan
泰姬陵	Taj Mahal
塔吉克斯坦	Tajikistan
Category:塔吉克	Tajikistan
滑石	Talc
塔利班	Taliban
塔拉哈西 (佛罗里达州)	Tallahassee
塔林	Tallinn
塔木德	Talmud
泰米尔纳德邦	Tamil Nadu
坦帕 (佛罗里达州)	Tampa
坦佩雷	Tampere
塔納赫	Tanakh
唐朝	Tang Dynasty
丹吉尔	Tangier
探戈	Tango (dance)
坦克	Tank
钽	Tantalum
坦塔洛斯	Tantalus
坦桑尼亚	Tanzania
Category:坦尚尼亞	Tanzania
道教	Taoism
貘	Tapir
缓步动物门	Tardigrade
塔恩省	Tarn
龍蒿	Tarragon
塔尔塔罗斯	Tartarus
塔尔图	Tartu
塔什干	Tashkent
塔斯曼海	Tasman Sea
塔斯馬尼亞州	Tasmania
袋獾	Tasmanian Devil
味觉	Taste
刺青	Tattoo
Τ	Tau
金牛座	Taurus (constellation)
稅	Tax
Category:財稅	Taxation
出租車	Taxicab
分類單元	Taxon
分类学	Taxonomy
第比利斯	Tbilisi
茶	Tea
Category:茶	Tea
教师	Teacher
锝	Technetium
技術	Technology
Category:科技	Technology
德古斯加巴	Tegucigalpa
德黑蘭市	Tehran
特拉维夫	Tel Aviv
電信	Telecommunication
电报	Telegraphy
心灵感应	Telepathy
电话	Telephone
望远镜	Telescope
望远镜座	Telescopium
电视	Television
Category:电视	Television
碲	Tellurium
温度	Temperature
寺庙	Temple
亚底米神庙	Temple of Artemis
十誡	Ten Commandments
特内里费岛	Tenerife
田纳西州	Tennessee
Category:田纳西州	Tennessee
田纳西·威廉斯	Tennessee Williams
網球	Tennis
Category:網球	Tennis
男高音	Tenor
丹增·诺盖	Tenzing Norgay
龍舌蘭酒	Tequila
铽	Terbium
白蟻	Termite
忒耳普西科瑞	Terpsichore
类地行星	Terrestrial planet
恐怖主义	Terrorism
Category:恐怖主义	Terrorism
