Japanese	English
ツリウム	Thulium
親指	Thumb
テューリンゲン州	Thuringia
Category:テューリンゲン	Thuringia
木曜日	Thursday
フクロオオカミ	Thylacine
タイム (植物)	Thyme
チミン	Thymine
甲状腺	Thyroid
天津市	Tianjin
テヴェレ川	Tiber
ティベリウス	Tiberius
チベット	Tibet
Category:チベット	Tibet
ティチーノ州	Ticino
潮汐	Tide
ティエラ・デル・フエゴ	Tierra del Fuego
トラ	Tiger
チグリス川	Tigris
シナノキ属	Tilia
トンブクトゥ	Timbuktu
時間	Time
Category:時間	Time
タイム (雑誌)	Time (magazine)
標準時	Time zone
ティモール島	Timor
ティムール	Timur
スズ	Tin
ティラナ	Tirana
組織 (生物学)	Tissue (biology)
シジュウカラ科	Tit (bird)
タイタン	Titan (disambiguation)
タイタン (衛星)	Titan (moon)
ティーターン	Titan (mythology)
チタニア	Titania (moon)
タイタニック	Titanic (disambiguation)
チタン	Titanium
ティツィアーノ・ヴェチェッリオ	Titian
ティトゥス	Titus
ティヴォリ	Tivoli
タバコ	Tobacco
トカンティンス州	Tocantins (state)
ビタミンE	Tocopherol
豆腐	Tofu
トーゴ	Togo
Category:トーゴ	Togo
東京都	Tokyo
トレド	Toledo
トルエン	Toluene
トム・ハンクス	Tom Hanks
トムとジェリー	Tom and Jerry
トマト	Tomato
トン	Ton
トンガ	Tonga
Category:トンガ	Tonga
舌	Tongue
トニ・モリスン	Toni Morrison
トン	Tonne
トニー・ブレア	Tony Blair
道具	Tool
歯	Tooth
歯ブラシ	Toothbrush
トパーズ	Topaz
トピカ (カンザス州)	Topeka
位相幾何学	Topology
Category:位相幾何学	Topology
モーセ五書	Torah
竜巻	Tornado
トロント	Toronto
魚雷	Torpedo
トルク	Torque
リクガメ	Tortoise
拷問	Torture
トーラス	Torus
全体主義	Totalitarianism
トゥーロン	Toulon
トゥールーズ	Toulouse
ツール・ド・フランス	Tour de France
観光	Tourism
Category:観光	Tourism
トゥール	Tours
塔	Tower
バベルの塔	Tower of Babel
ロンドン塔	Tower of London
村落	Town
毒	Toxicity
毒性学	Toxicology
玩具	Toy
トヨタ自動車	Toyota
トラクター	Tractor
貿易	Trade
労働組合	Trade union
商標	Trademark
伝統	Tradition
ギリシア悲劇	Tragedy
列車	Train
鉄道駅	Train station
トラヤヌス	Trajan
路面電車	Tram
超越数	Transcendental number
変圧器	Transformer
トランジスタ	Transistor
翻字	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Category:交通	Transportation
性転換	Transsexualism
トランシルヴァニア	Transylvania
台形	Trapezoid
条約	Treaty
ヴェルサイユ条約	Treaty of Versailles
木	Tree
トレント	Trento
トレントン (ニュージャージー州)	Trenton
三角形	Triangle
さんかく座	Triangulum
みなみのさんかく座	Triangulum Australe
三畳紀	Triassic
支流	Tributary
トリケラトプス	Triceratops
トリーア	Trier
三角関数	Trigonometric function
三角法	Trigonometry
三葉虫	Trilobite
三部作	Trilogy
トリニダード島	Trinidad
トリニダード・トバゴ	Trinidad and Tobago
Category:トリニダード・トバゴ	Trinidad and Tobago
トリニトロトルエン	Trinitrotoluene
三位一体	Trinity
トリポリ (リビア)	Tripoli
三脚巴	Triskelion
三重水素	Tritium
トリトン (衛星)	Triton (moon)
トリートーン	Triton (mythology)
凱旋門	Triumphal arch
トロイアの木馬	Trojan Horse
トロイア戦争	Trojan War
トロイの木馬 (コンピュータ)	Trojan horse (computing)
トロール	Troll
荒らし	Troll (Internet)
トロリーバス	Trolleybus
トロンボーン	Trombone
トロンハイム	Trondheim
北回帰線	Tropic of Cancer
南回帰線	Tropic of Capricorn
熱帯	Tropics
対流圏	Troposphere
トロツキズム	Trotskyism
イリオス	Troy
貨物自動車	Truck
トルーマン・ドクトリン	Truman Doctrine
トランペット	Trumpet
真理	Truth
トリグブ・リー	Trygve Lie
トリプトファン	Tryptophan
ツァーリ	Tsar
津波	Tsunami
トゥアレグ	Tuareg
チューバ	Tuba
セイヨウショウロ	Tuber (genus)
結核	Tuberculosis
きょしちょう座	Tucana
ツーソン	Tucson
火曜日	Tuesday
チューリップ	Tulip
腫瘍	Tumor
ツンドラ	Tundra
タングステン	Tungsten
尾索動物	Tunicate
チュニス	Tunis
チュニジア	Tunisia
Category:チュニジア	Tunisia
トンネル	Tunnel
タービン	Turbine
トリノ	Turin
チューリングマシン	Turing machine
トルコ	Turkey
Category:トルコ	Turkey
トルクメニスタン	Turkmenistan
Category:トルクメニスタン	Turkmenistan
ウコン	Turmeric
カメ	Turtle
トスカーナ州	Tuscany
ツバル	Tuvalu
Category:ツバル	Tuvalu
タックス	Tux
ティコ・ブラーエ	Tycho Brahe
タイプライター	Typewriter
テューポーン	Typhon
タイポグラフィ	Typography
Category:タイポグラフィ	Typography
ティラノサウルス	Tyrannosaurus
ティルス	Tyre
チロル州	Tyrol (state)
ティレニア海	Tyrrhenian Sea
U	U
国際連合教育科学文化機関	UNESCO
ウファ	Ufa
ウガンダ	Uganda
Category:ウガンダ	Uganda
ウクライナ	Ukraine
Category:ウクライナ	Ukraine
ウランバートル	Ulan Bator
アルスター	Ulster
超音波	Ultrasound
紫外線	Ultraviolet
ユリシーズ・グラント	Ulysses S. Grant
傘	Umbrella
ウンブリア州	Umbria
不確定性原理	Uncertainty principle
失業	Unemployment
ユニコーン	Unicorn
未確認飛行物体	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
和集合	Union (set theory)
アラブ首長国連邦	United Arab Emirates
Category:アラブ首長国連邦	United Arab Emirates
アラブ連合共和国	United Arab Republic
イギリス	United Kingdom
Category:イギリス	United Kingdom
国際連合	United Nations
Category:国際連合	United Nations
国際連合児童基金	United Nations Children's Fund
アメリカ合衆国	United States
Category:アメリカ合衆国	United States
アメリカ空軍	United States Air Force
アメリカ合衆国議会	United States Congress
アメリカ合衆国憲法	United States Constitution
アメリカ合衆国下院	United States House of Representatives
陸軍士官学校 (アメリカ合衆国)	United States Military Academy
アメリカ海軍	United States Navy
アメリカ合衆国上院	United States Senate
アメリカ領ヴァージン諸島	United States Virgin Islands
アメリカ合衆国ドル	United States dollar
宇宙	Universe
大学	University
シカゴ大学	University of Chicago
ペンシルバニア大学	University of Pennsylvania
UNIX	Unix
Category:UNIX	Unix
ウンウンビウム	Ununbium
ウンウンヘキシウム	Ununhexium
ウンウンペンチウム	Ununpentium
ウンウンクアジウム	Ununquadium
ウンウントリウム	Ununtrium
ウパニシャッド	Upanishad
ウプサラ	Uppsala
Υ	Upsilon
ウル	Ur
ウラシル	Uracil
ウラル山脈	Ural Mountains
ウーラニアー	Urania
ウラン	Uranium
天王星	Uranus
Category:天王星	Uranus
ウーラノス	Uranus (mythology)
ウルドゥー語	Urdu
尿素	Urea
尿	Urine
おおぐま座	Ursa Major
こぐま座	Ursa Minor
ウルグアイ	Uruguay
Category:ウルグアイ	Uruguay
ユタ州	Utah
Category:ユタ州	Utah
子宮	Uterus
功利主義	Utilitarianism
ユートピア	Utopia
ユトレヒト	Utrecht (city)
ユトレヒト州	Utrecht (province)
ウッタル・プラデーシュ州	Uttar Pradesh
ウズベキスタン	Uzbekistan
Category:ウズベキスタン	Uzbekistan
V	V
ワクチン	Vaccine
液胞	Vacuole
真空	Vacuum
真空管	Vacuum tube
ファドゥーツ	Vaduz
膣	Vagina
ヴァランス	Valence
原子価	Valence (chemistry)
バレンシア (スペイン)	Valencia
バレンシア	Valencia
ワレンチナ・テレシコワ	Valentina Tereshkova
バレンタインデー	Valentine's Day
ヴァルハラ	Valhalla
ワルキューレ	Valkyrie
バレッタ	Valletta
谷	Valley
吸血鬼	Vampire
バナジウム	Vanadium
バンクーバー (ブリティッシュコロンビア州)	Vancouver
バンクーバー島	Vancouver Island
ヴァンダリズム	Vandalism
ヴァン神族	Vanir
バヌアツ	Vanuatu
Category:バヌアツ	Vanuatu
ヴァール県	Var (department)
分散	Variance
ヴァルナ (ブルガリア)	Varna
維管束植物	Vascular plant
バチカン	Vatican City
Category:バチカン	Vatican City
幾何ベクトル	Vector (spatial)
ベガ	Vega
野菜	Vegetable
ベジタリアニズム	Vegetarianism
静脈	Vein
ほ座	Vela (constellation)
ヴェロキラプトル	Velociraptor
速度	Velocity
ヴェネト州	Veneto
ベネズエラ	Venezuela
Category:ベネズエラ	Venezuela
ヴェネツィア	Venice
金星	Venus
ヴィーナス (曖昧さ回避)	Venus (disambiguation)
ウェヌス	Venus (mythology)
動詞	Verb
バーモント州	Vermont
Category:バーモント州	Vermont
ヴェローナ	Verona
ヴェルサイユ	Versailles
椎骨	Vertebra
脊椎	Vertebral column
脊椎動物	Vertebrate
ウェスパシアヌス	Vespasian
ウェスタ	Vesta (mythology)
拒否権	Veto
アメリカ合衆国副大統領	Vice President of the United States
ヴィシー	Vichy
ヴィクトル・ユーゴー	Victor Hugo
ヴィクトリア (セーシェル)	Victoria
ビクトリア (ブリティッシュコロンビア州)	Victoria
ヴィクトリア	Victoria
ビクトリア州	Victoria (Australia)
ヴィクトリアの滝	Victoria Falls
ビデオ	Video
コンピュータゲーム	Video game
ウィーン	Vienna
Category:ウィーン	Vienna
ヴィエンヌ県	Vienne
ヴィエンチャン	Vientiane
ベトナム	Vietnam
Category:ベトナム	Vietnam
ベトナム戦争	Vietnam War
Category:ベトナム戦争	Vietnam War
ヴァイキング	Viking
ヴィルフレド・パレート	Vilfredo Pareto
村	Village
ビリニュス	Vilnius
フィンセント・ファン・ゴッホ	Vincent van Gogh
ヴィンチェンツォ・ベッリーニ	Vincenzo Bellini
酢	Vinegar
ヴィオラ	Viola
暴力	Violence
ヴァイオリン	Violin
ウェルギリウス	Virgil
ヴァージン諸島	Virgin Islands
バージニア州	Virginia
Category:バージニア州	Virginia
ヴァージニア・ウルフ	Virginia Woolf
処女	Virginity
おとめ座	Virgo (constellation)
仮想記憶	Virtual memory
バーチャルリアリティ	Virtual reality
徳	Virtue
ウイルス	Virus
粘度	Viscosity
ヴィシュヌ	Vishnu
ヴィスワ川	Vistula
ビタミン	Vitamin
ビタミンA	Vitamin A
ビタミンB6	Vitamin B6
ビタミンC	Vitamin C
ビタミンD	Vitamin D
ビタミンK	Vitamin K
ヴィットリオ・デ・シーカ	Vittorio De Sica
ヴィトゥス・ベーリング	Vitus Bering
ヴィヴィアン・リー	Vivien Leigh
ウラジーミル・レーニン	Vladimir Lenin
ウラジーミル・ナボコフ	Vladimir Nabokov
ウラジーミル・プーチン	Vladimir Putin
ウラジオストク	Vladivostok
呼格	Vocative case
ウォッカ	Vodka
とびうお座	Volans
火山	Volcano
Category:火山学	Volcanology
火山学	Volcanology
ヴォルガ川	Volga River
ヴォルゴグラード	Volgograd
バレーボール	Volleyball
Category:バレーボール	Volleyball
ボルト (単位)	Volt
電圧	Voltage
ヴォルテール	Voltaire
体積	Volume
嘔吐	Vomiting
ブードゥー教	Voodoo
母音	Vowel
ウゥルカーヌス	Vulcan (mythology)
俗ラテン語	Vulgar Latin
ヴルガータ	Vulgate
こぎつね座	Vulpecula
外陰部	Vulva
W	W
サマセット・モーム	W. Somerset Maugham
WYSIWYG	WYSIWYG
ワッハーブ派	Wahhabism
ウェーク島	Wake Island
ウェールズ	Wales
Category:ウェールズ	Wales
クルミ	Walnut
セイウチ	Walrus
ウォルト・ディズニー	Walt Disney
ウォルト・ホイットマン	Walt Whitman
ヴァルター・グロピウス	Walter Gropius
ウォルター・スコット	Walter Scott
戦争	War
Category:戦争	War
戦争犯罪	War crime
スペイン継承戦争	War of the Spanish Succession
薔薇戦争	Wars of the Roses
ワルシャワ	Warsaw
イボ	Wart
洗濯機	Washing machine
ワシントンD.C.	Washington
ワシントン州	Washington
Category:ワシントン州	Washington
ワシントン	Washington (disambiguation)
ワシリー・カンディンスキー	Wassily Kandinsky
廃棄物	Waste
水	Water
Category:水	Water
水球	Water polo
滝	Waterfall
ウォーターゲート事件	Watergate scandal
スイカ	Watermelon
ワット	Watt
キロワット時	Watt-hour
波動	Wave
波長	Wavelength
蝋	Wax
弱い相互作用	Weak interaction
武器	Weapon
気象	Weather
ウェブブラウザ	Web browser
ウェブページ	Web page
Webカメラ	Webcam
ウェーバ	Weber (unit)
ウェブサイト	Website
水曜日	Wednesday
週	Week
重さ	Weight
重量挙げ	Weightlifting
ヴァイマル	Weimar
ヴァイマル共和政	Weimar Republic
溶接	Welding
ウェリントン	Wellington
狼男	Werewolf
ヴェルナー・フォン・ブラウン	Wernher von Braun
ヴェーザー川	Weser River
西	West
西アフリカ	West Africa
ヨルダン川西岸地区	West Bank
西ベンガル州	West Bengal
西ベルリン	West Berlin
西ドイツ	West Germany
ウェスト・サセックス	West Sussex
ウェストバージニア州	West Virginia
Category:ウェストバージニア州	West Virginia
西オーストラリア州	Western Australia
西ローマ帝国	Western Roman Empire
西サハラ	Western Sahara
Category:西サハラ	Western Sahara
ウェストミンスター寺院	Westminster Abbey
クジラ	Whale
コムギ	Wheat
車輪	Wheel
ウイスキー	Whisky
ホワイトハウス	White House
白海	White Sea
白血球	White blood cell
白色矮星	White dwarf
ホワイトホース (ユーコン準州)	Whitehorse
ウィッカ	Wicca
Wide Area Network	Wide area network
ヴィースバーデン	Wiesbaden
ヤマネコ (種)	Wildcat
ヴィルヘルム・オストヴァルト	Wilhelm Ostwald
遺言	Will (law)
ウィリアム・ブレイク	William Blake
ウィリアム・バトラー・イェイツ	William Butler Yeats
ウィリアム・フォークナー	William Faulkner
ウィリアム・グラッドストン	William Gladstone
ウィリアム・ゴールディング	William Golding
ウイリアム・ハーベー	William Harvey
ウィリアム・ハリソン	William Henry Harrison
ウィリアム・ハーシェル	William Herschel
ウィリアム・タフト	William Howard Taft
ヴィルヘルム1世 (ドイツ皇帝)	William I
ヴィルヘルム2世 (ドイツ皇帝)	William II
ウィリアム・ジェームズ	William James
ウィリアム・マッキンリー	William McKinley
ウィリアム・ローワン・ハミルトン	William Rowan Hamilton
ウィリアム・シェイクスピア	William Shakespeare
ウィリアム・ショックレー	William Shockley
ウィリアム・ワーズワース	William Wordsworth
オッカムのウィリアム	William of Ockham
ヤナギ	Willow
ヴィリー・ブラント	Willy Brandt
管楽器	Wind instrument
風力発電	Wind power
ウィントフック	Windhoek
風車	Windmill
窓	Window
ワイン	Wine
Category:ワイン	Wine
ウィニペグ	Winnipeg
ウィンストン・チャーチル	Winston Churchill
冬	Winter
冬季オリンピック	Winter Olympic Games
Category:冬季オリンピック	Winter Olympic Games
ウィスコンシン州	Wisconsin
Category:ウィスコンシン州	Wisconsin
ヴォルフガング・アマデウス・モーツァルト	Wolfgang Amadeus Mozart
ヴォルフガング・パウリ	Wolfgang Pauli
女性	Woman
木材	Wood
ウッドロウ・ウィルソン	Woodrow Wilson
木管楽器	Woodwind instrument
ウディ・アレン	Woody Allen
ウスターシャー	Worcestershire
語	Word
ワードプロセッサ	Word processor
