Slovenian	English
nova/nadomestna stanovanjska gradnja	rehousing
ponovno uvajanje/naseljevanje	reintroduction
relacijska podatkovna baza	relational database
vnos/naselitev organizmov	release of organisms
relief	relief (land)
vera, religija ; religija ; vera	religion
daljinsko zaznavanje, zaznavanje na daljavo	remote sensing
center za daljinsko zaznavanje	remote sensing centre
odstranitev	removal
renesansa	renaissance
renaturacija	renaturation
obnovljiv vir energije	renewable energy source
obnovljiva surovina	renewable raw material
obnovljiv naravni vir	renewable resource
popravljalne storitve	repair business
nadomestilo	replacement
nadomestitveni stroški	replacement cost
poročilo o stanju okolja	report on the state of the environment
poročilo ministru	report to the minister
proces informiranja/obveščanja/poročanja	reporting process
zastopanje	representation
uporaba prisilnih ukrepov	repression
predelava za ponovno uporabo	reprocessing
razmnoževanje, reprodukcija	reproduction
reproduktivna manipulacija	reproductive manipulation
plazilci (Reptilia) ; plazilci (Reptilia) ; plazilci (Reptilia)	reptile ; reptile ; reptile
reševalna služba	rescue service
reševalni sistem	rescue system
raziskava ; raziskovanje	research
raziskovalno središče	research centre
preučevanje vplivov	research of the effects
raziskovalna politika	research policy
raziskovalni projekt	research project
rezervat	reserve
akumulacija/zadrževalnik	reservoir
stanovanjsko naselje/območje	residential area
stanovanjsko območje s hitrostnimi ovirami	residential area with traffic calmings
stanovanjska zgradba	residential building
preostala voda	residual amount of water
ostanki pesticidov	residual pesticide
preostalo tveganje	residual risk
preostali odpadki	residual waste
ostanki odpadnega blata	residual waste sludge
analiza ostankov	residue analysis
ostanki pri mletju	residue of grinding
recikliranje ostankov	residue recycling
smola	resin
smolnata rastlina	resinous plant
odpornost, rezistenca	resistance (biological) ; resistance
odločitev ; resolucija ; sklep	resolution
ločljivost, resolucija	resolution ; resolution (parameter)
vpijanje	resorption
(naravni) vir ; viri	resource ; resources
ocena (razpoložljivih) virov	resource appraisal
ohranjanje/varovanje virov	resource conservation
izkoriščanje virov	resource exploitation
zaloge virov	resource reserve
raba naravnih virov	resource utilisation
gospodarjenje z viri	resources management
dihanje	respiration
vdihani in izdihani zrak	respiratory air
bolezen dihal	respiratory disease
dihalni sistem	respiratory system
vodna akumulacija	retaining reservoir
reverzna osmoza	reverse osmosis
renij	rhenium
nosorog	rhino ; rhinoceros
rodij	rhodium
riž	rice
dviganje morske gladine	rising sea level
izmenjava informacij o okoljskem tveganju	risk communication
reka	river
rečna struga	river bed
rečna voda	river water
cesta	road
cestno omrežje	road network
sol za posipavanje cest	road salt
kamnina	rock
glodalci (Rodentia)	rodent
hrup avtomobilskih pnevmatik	rolling noise
streha	roof ; roof ; roof
korenina	root
vrtnica	rose
rotacijska peč	rotary furnace
pot, smer, proga, trasa ; trasa ; pot ; smer ; proga	route
guma ; kavčuk	rubber
rubidij	rubidium
rubin	ruby
podeželsko območje	rural area
rutenij	ruthenium
rutherfordij	rutherfordium
žrtev	sacrifice
varnost	safety ; security
varnostni ukrep	safety measure
sahara	sahara
močerad	salamander
losos	salmon
sol	salt
slana voda	salt water
samarij	samarium
pesek	sand
peščena sipina	sand dune
sanitarna oprema, sanitarije	sanitary fitting
satelit	satellite
žaganje, žagovina	sawdust
saksofon	saxophone
skandij	scandium
šola	school
veda ; znanost	science
znanstveno sodelovanje	scientific co-operation
znanstvena razprava	scientific dispute
znanstvena raziskava	scientific research
vijak	screw
izvijač	screwdriver
morje ; morje	sea
morska gladina	sea level
morska voda	sea water
siborgij	seaborgium
morska obala	seashore
letni čas	season
srednješolsko izobraževanje	secondary education
skriven	secret
usedlina, sediment ; usedlina ; sediment	sediment
usedanje ; usedanje (geologija)	sedimentation (geology) ; sedimentation
sedimentologija	sedimentology
seme	seed
potresna aktivnost	seismic activity
potresni morski val	seismic sea wave ; tsunami
selen	selenium
polkovina	semi-metal
polprevodnik	semiconductor
separator	separator
strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik	server
šiti	sew
polje za čiščenje odpadne vode	sewage farm
ovca	sheep
školjke (Bivalvia) ; školjke	shellfish ; shellfish
ladja	ship
čevelj	shoe
trgovina, prodajalna	shop
nakupovalno središče	shopping centre
grm, grmičje	shrub
stranski učinek	side effect
silicij	silicon
mulj	silt
srebro	silver
simulacija	simulation
smučišče	ski run
smučanje	skiing
koža	skin
lobanja	skull
žlindra	slag
klati	slaughter
klavnica	slaughter-house
klavnica	slaughterhouse ; slaughter-house ; abattoir ; butchery ; shambles
spanec ; spanje	sleep
motnje spanca	sleep disturbance
copati	slipper
pobočje	slope
blato	sludge
smog	smog
opozorilo o onesnaženosti s smogom	smog warning
dim	smoke
kajenje	smoking
kače (Ophidia) ; kače	snake
sneg	snow
snežni plaz	snowslide
namočenje, prepojitev ; namočenje ; prepojitev	soaking
milo	soap
socialno/družbeno vedenje	social behaviour
družbena skupina	social group
socialna zaščita	social protection
socialna psihologija	social psychology
družbene vede	social science
družbena analiza/raziskava	social survey
socialno skrbstvo, družbena blaginja	social welfare
družba	society
družbenogospodarski vidik naselij	socioeconomic aspect of human settlements
sociologija	sociology
natrij	sodium
programska oprema, softver ; programska oprema ; softver	software
razvoj programske opreme	software development
tla ; tla, prst, zemlja ; zemlja ; prst	soil
gnojenje tal	soil fertilisation
rodovitnost tal/prsti	soil fertility
pedologija	soil science
sončna celica	solar cell
sončni zbiralnik	solar collector
sončna energija	solar energy
tehnologija sončne energije	solar energy technology
sončna elektrarna	solar power station
sončno sevanje	solar radiation
topnost	solubility
solvent, topilo	solvent
ptica pevka	songbird
saje	soot
sorpcija	sorption
zvok	sound
merjenje jakosti/ravni zvoka	sound measurement
medplanetarni prostor, vesolje ; vesolje ; medplanetarni prostor	space ; space ; space (interplanetary) ; interplanetary space
vesoljski polet	space travel
spazmodični krup	spasmodic croup
vrsta	species
govor, nagovor ; govor ; nagovor	speech
hitrost	speed
pajek	spider
pajki (Araneae) ; pajek ; pajki	spider
špinača	spinach
šport	sport
izvir (hidrologija, tla) ; izvir	spring ; spring (hydrology, land)
izvirska voda	spring water
trg	square
oder	stage
standard, normativ ; standard ; normativ	standard
osnovna hrana, osnovno živilo	staple food
zvezda	star
škrob	starch
postaja, postajališče ; postaja ; postajališče	station
statistika	statistics
generator pare	steam generator
jeklo	steel
sterilizacija	sterilisation
steroid	steroid
skladiščenje	stocking
kamen	stone
štorklja	stork
nevihta ; vihar	storm ; tempest
zgodba	story
peč	stove
jagoda	strawberry
stres	stress
stroncij	strontium
predmet, tema ; predmet ; tema	subject ; topic
podmornica	submarine
posedanje	subsidence
subvencija	subsidy
predmestje	suburb
sladkor	sugar
samomor	suicide
žveplo	sulphur
koncentracija žvepla	sulphur concentration
žveplov dioksid	sulphur dioxide
ponudba	supply
ponudba in povpraševanje	supply and demand
površinska napetost	surface tension
kirurgija	surgery
labodi, gosi in race (Anatidae) ; labodi, gosi in race	swans, geese and ducks
sladek	sweet
sladilo	sweetener
meč	sword
simbioza, sožitje	symbiosis
sinagoga	synagogue
sindrom	syndrome
sinekologija	synecology
sifilis	syphilis
miza	table
paglavec	tadpole ; polliwog
cisterna (tovornjak)	tanker
tanker (ladja) ; tanker	tanker ; tanker (ship)
tanin	tannin
tantal	tantalum
ciljna skupina	target group
davek, taksa	tax
taksonomija	taxonomy
čaj	tea
učiti	teach
poučevanje	teaching
tehnecij	technetium
tehnologija	technology
prenos tehnologije	technology transfer
telekomunikacije	telecommunications ; telecommunication
telemetrija	telemetry
televizija	television
televizijski program	television programme
telur	tellurium
temperatura	temperature
tenis	tennis
teratogena snov	teratogen
terbij	terbium
izrazje, terminologija ; terminologija ; izrazje	terminology
termit	termite
območje, ozemlje ; ozemlje ; območje	territory
storitveni sektor	tertiary sector
preizkus ; preskus ; test	test
tekstilna industrija	textile industry
tekstilna rastlina	textile plant
talij	thallium
teokracija	theocracy
teologija	theology
terapija, zdravljenje ; terapija ; zdravljenje	therapy
termalna oprema	thermal equipment
termoelektrarna	thermal power plant
termodinamika	thermodynamics
teza	thesis
palec	thumb
neurje ; nevihta	thunderstorm
elektrarna na plimovanje	tidal power station
voda pod vplivom plimovanja	tidal water
tiger	tiger
lesnoproizvodni gozd	timber forest
čas, obdobje ; obdobje ; čas	time
časovni pas	timezone
kositer	tin
tkivo	tissue
titan	titanium
titanov dioksid	titanium dioxide
krastače (Bufonidae)	toad
tobak	tobacco
prst ; prst	toe
skupaj	together
paradižnik	tomato
jutri	tomorrow
topografija	topography
topologija	topology
tornado	tornado
torpedo	torpedo
kopenska želva	tortoise
turizem	tourism
strupena kovina	toxic metal
strupena/toksična snov	toxic substance
strupenost, toksičnost ; strupenost ; toksičnost	toxicity
toksikologija	toxicology
toksin	toxin
sledni element	trace element
praprotnice in cvetnice	tracheophyte ; vascular plant
trgovanje ; trgovina	trade
prodaja in potrošnja	trade and consumption
sindikat	trades union
promet	traffic
prometni hrup	traffic noise
vlak	train
izobraževanje, usposabljanje	training
izobraževalno središče	training centre
pot izstrelka, trajektorija	trajectory
prehodni element	transition element ; transition metal
transpiracija	transpiration
transport	transport
prevoz	transport ; transportation
potovanje	travel
meddržavni sporazum	treaty
drevo	tree
tritij	tritium
trolejbus	trolley bus ; trolleybus
trofični nivo	trophic level
trofeja	trophy
tropski gozd	tropical forest
tropska rastlina	tropical plant
tropski deževni gozd	tropical rain forest
tropi, tropski pas ; tropi ; tropski pas	tropics ; torrid zone
hlače	trousers
postrv	trout
trobenta	trumpet
resnica	truth
tulipan	tulip
tundra	tundra
volfram	tungsten
predor	tunnel
kalnost, motnost	turbidity
turbina	turbine
puran	turkey
dvojček	twin
tajfun	typhoon
pnevmatika	tyre
ultravijolično sevanje	ultraviolet radiation
podzemna železnica	underground railway
podzemni vlak	underground train
brezposelnost	unemployment
kopitarji (Ungulata)	ungulate
univerza ; univerza	university ; university ; academy
ununoktij	ununoctium
vzgoja	upbringing
uran	uranium
urbanizacija	urbanisation
seč	urine
medved	ursid
uporaben	useful
dolina	valley
vredno	valuable
vanadij	vanadium
vandalizem	vandalism
parni tlak	vapour pressure
vektor	vector
zelenjava	vegetable
rastlinsko olje	vegetable oil
vozilo	vehicle
prezračevanje	ventilation
glagol	verb
vretenčar	vertebrate
veteran	veteran
živinozdravník	veterinarian ; veterinary
vas	village
usedlina pri destilaciji melase	vinasse
kis	vinegar
virologija	virology
virus	virus
viskoznost	viscosity
vitamin	vitamin
slovar	vocabulary
hlapna snov	volatile substance
hlapnost	volatility
ognjeniški izbruh	volcanic eruption
vulkanizem	volcanism
ognjenik, vulkan ; ognjenik ; vulkan	volcano
odbojka	volleyball
glasovanje	voting
vulkanizacija	vulcanisation
zid	wall
mrož	walrus
vojna	war
toplokrvna žival	warm-blooded animal
odpadek	waste
zabojnik za odpadke	waste bin
zakon o odstranjevanju odpadkov	waste disposal act
odlagališče odpadkov	waste dump
odpadni papir	waste paper
odpadna voda	waste water
čiščenje odpadne vode	waste water purification
voda	water
voda	water ; body of water
prezračevanje vode	water aeration
stroški oskrbe z vodo	water cost
razsoljevanje vode	water desalination
vodna bolha	water flea
vodostaj	water level
mlin	water mill
zakonodaja o varstvu vode	water protection legislation
vodna črpalka	water pump
vodni zbiralnik, vodna akumulacija	water reservoir
vodni vir	water resource
zasoljevanje vode	water salination
oskrba z vodo	water supply
čiščenje vode	water treatment
vodnjak	water well
slap	waterfall
vodne ptice	waterfowl
razvodnica, razvodje ; razvodnica ; razvodje	watershed
orožje	weapon
vreme	weather
plevel	weed
teža	weight
varjenje	welding
izvir, vrelec ; izvir ; vrelec	well
kiti (Cetacea) ; kiti	whale
kitolov	whaling
sirotka	whey
bel	white
prostoživeča žival	wild animal
prostoživeče živali	wild fauna ; wildlife ; wild animals
prostorastoča rastlina	wild plant
prostoživeče živali in rastline	wildlife ; 野生生物
vrba	willow
veter	wind
energija vetra	wind power
mlin na veter	windmill
okno	window
vino ; víno	wine
čarovnica	witch
volk	wolf
gozd	wood
les	wood
lesni proizvod	wood product
volna	wool
beseda	word
nesreča pri delu	work accident
delovno mesto	workplace
svet	world
območje svetovne dediščine	world heritage site
svetovna vojna	world war
rana	wound
pisati	write
nedopustno/nezakonito dejanje	wrongful act
ksenon	xenon
ksilofon	xylophone
jahta	yacht
kvas	yeast
letina ; pridelek	yield
donos	yield
mladič	young
iterbij	ytterbium
nič	zero ; null
cink	zinc
cirkonij	zirconium
zodiak	zodiac
živalski vrt	zoological garden
zoologija	zoology
zoonoza	zoonosis
Åland	Åland Islands
sanacija	återställande ; rehabilitation
